0,1,2
85.8,0.0,
64.1,0.0,
93.68,63.0,
97.24,0.0,
84.62,0.0,82.5
82.95,,72.0
78.44,0.0,
86.64,0.0,90.0
89.14,0.0,
70.79,0.0,
93.83,0.0,70.33
90.37,0.0,
75.33,0.0,
95.61,,91.29
97.39,0.0,96.0
76.48,0.0,76.33
94.89,0.0,
92.86,0.0,93.67
88.26,,72.5
92.26,71.0,
88.54,0.0,93.0
77.74,0.0,
95.69,97.0,
83.67,0.0,
96.46,,94.0
88.72,89.2,
57.62,0.0,
76.66,0.0,61.0
98.0,0.0,91.5
94.11,0.0,82.67
97.11,,90.0
89.99,0.0,
97.64,100.0,
55.07,0.0,56.0
88.38,,98.0
94.94,0.0,
90.4,83.83,
90.57,0.0,
63.51,0.0,2.0
86.65,6.0,
75.84,0.0,0.0
79.46,0.0,86.5
96.78,0.0,95.67
98.31,,96.33
98.67,0.0,
60.0,22.0,
91.35,95.33,
92.48,,94.67
65.71,0.0,
90.32,0.0,83.5
74.86,0.0,88.33
49.63,0.0,
89.19,0.0,
70.41,0.0,
48.41,0.0,
87.64,0.0,84.5
83.68,0.0,92.0
95.84,0.0,91.0
60.07,0.0,
92.45,,91.0
92.85,0.0,
90.96,0.0,84.67
94.91,88.0,
97.87,0.0,95.8
93.91,0.0,
89.13,0.0,87.33
79.97,,65.5
88.88,0.0,79.8
89.8,83.33,
87.72,0.0,
92.84,0.0,
95.4,0.0,
86.38,75.67,
93.64,42.0,
89.98,0.0,99.5
93.45,,91.89
92.68,,83.0
94.14,98.0,
98.26,0.0,
80.4,,87.75
62.42,0.0,
93.49,0.0,88.0
57.02,0.0,89.67
96.68,0.0,95.0
80.59,60.0,
81.35,0.0,
88.69,,93.6
97.15,48.0,
92.63,0.0,
97.29,0.0,97.92
91.22,0.0,94.5
83.84,0.0,85.5
97.45,,97.88
89.44,0.0,
97.78,97.0,
91.32,91.0,
96.71,0.0,92.0
98.4,0.0,98.0
91.43,0.0,
64.73,22.5,
89.84,0.0,
90.36,0.0,
96.96,0.0,96.0
90.43,90.0,
80.27,0.0,91.6
88.08,0.0,
44.19,3.5,
80.83,0.0,
55.64,0.0,
85.32,87.5,
74.48,0.0,
93.22,0.0,
95.52,0.0,99.0
52.75,,72.33
87.39,73.0,
87.0,,81.54
84.0,0.0,75.33
59.57,0.0,
90.97,0.0,
90.96,96.0,
96.78,0.0,96.6
77.22,0.0,66.0
92.21,0.0,
93.51,0.0,98.0
93.21,0.0,93.33
95.94,0.0,88.5
53.04,0.0,
92.26,,94.07
69.37,0.0,8.0
90.28,88.67,
85.13,0.0,
70.65,0.0,
97.29,0.0,
24.21,0.0,0.0
71.0,89.0,
97.72,0.0,
87.55,0.0,92.5
91.41,42.5,
74.15,0.0,
91.19,0.0,
89.99,41.5,
91.73,,87.92
97.03,0.0,99.0
78.22,0.0,79.5
86.11,0.0,43.0
95.16,0.0,
73.81,0.0,87.5
92.01,,97.0
81.29,0.0,93.0
86.32,0.0,
95.08,0.0,
82.21,0.0,
84.56,0.0,90.67
86.45,,91.0
97.87,0.0,
89.46,0.0,
90.55,0.0,
93.71,0.0,94.33
90.86,0.0,69.2
96.88,0.0,
95.93,97.86,
90.34,93.0,
86.47,0.0,82.0
83.08,0.0,69.0
83.51,0.0,
60.28,,88.43
94.07,0.0,
98.75,0.0,
93.85,100.0,
94.74,,93.75
96.54,0.0,
95.45,0.0,84.0
92.59,0.0,72.0
37.06,0.0,
42.53,0.0,3.0
96.57,49.0,
85.33,0.0,
98.38,0.0,99.0
96.29,0.0,93.33
99.19,0.0,99.25
97.58,0.0,
84.78,0.0,88.0
93.27,0.0,94.0
92.92,92.71,
93.25,97.5,
90.39,0.0,
71.83,0.0,76.0
93.82,94.0,
88.3,0.0,
64.45,0.0,
92.0,0.0,94.0
85.71,0.0,74.67
93.98,0.0,90.25
92.04,,87.91
89.37,0.0,
95.85,45.0,
95.4,0.0,
77.68,36.0,
94.87,0.0,92.5
88.99,0.0,89.75
95.32,0.0,
66.85,0.0,
95.29,0.0,89.5
83.88,,90.5
94.44,0.0,96.75
98.71,0.0,100.0
92.89,0.0,
44.65,0.0,
87.86,31.0,
72.37,0.0,77.0
75.0,0.0,
79.52,,62.89
91.64,0.0,92.67
95.52,0.0,87.0
94.3,0.0,
86.2,0.0,
95.24,0.0,57.0
93.1,0.0,
96.1,95.17,
97.86,0.0,95.0
90.83,90.0,
88.02,88.5,
88.5,0.0,55.5
96.87,0.0,97.0
96.67,0.0,
96.05,0.0,
80.86,0.0,
93.06,0.0,
87.71,0.0,88.0
91.64,0.0,54.75
93.45,97.0,
87.08,28.67,
83.02,81.0,
87.39,0.0,
50.97,0.0,
98.84,0.0,98.0
57.41,0.0,
91.94,0.0,96.67
95.73,0.0,
97.91,0.0,96.0
95.51,0.0,97.0
87.34,,84.46
84.01,73.0,
96.52,0.0,89.0
96.86,0.0,
92.85,0.0,100.0
87.46,0.0,90.5
91.2,,92.15
87.79,,91.27
58.47,0.0,68.33
88.69,0.0,
97.14,95.67,
89.25,0.0,
84.89,,80.2
57.05,0.0,64.0
89.15,0.0,
89.9,0.0,
98.17,0.0,91.33
94.33,,
98.29,0.0,
72.87,,81.6
93.85,0.0,
85.33,0.0,88.0
91.73,0.0,92.0
94.36,,
92.41,0.0,97.5
58.2,0.0,65.0
92.77,0.0,91.33
78.59,87.0,
88.27,,81.33
95.23,0.0,
58.37,0.0,95.67
66.87,0.0,88.0
91.69,0.0,86.0
75.58,55.0,
94.73,0.0,94.33
96.82,0.0,84.0
78.65,0.0,90.0
96.98,,98.33
90.21,0.0,79.0
93.52,0.0,
90.94,0.0,91.5
72.51,,
95.06,0.0,95.0
61.54,0.0,
86.53,0.0,87.5
19.77,0.0,
85.0,0.0,
76.88,0.0,49.0
71.57,0.0,71.75
46.72,0.0,47.25
19.83,0.0,16.75
96.04,0.0,
88.07,,90.78
91.91,0.0,79.5
96.36,0.0,
3.03,0.0,
87.85,,92.21
96.61,97.0,
96.02,0.0,97.5
89.47,0.0,
85.32,87.0,
94.96,0.0,99.0
74.14,22.0,
97.53,0.0,
86.09,0.0,71.0
93.79,0.0,
95.57,0.0,
71.84,0.0,
96.53,0.0,97.5
90.32,0.0,
85.97,0.0,
86.52,0.0,73.0
92.26,91.0,
67.64,81.0,
6.43,20.33,
1.88,0.0,0.0
93.88,92.5,
95.26,47.0,
93.63,93.0,
94.29,0.0,90.6
89.79,0.0,
86.43,0.0,0.0
77.56,0.0,
87.73,0.0,75.0
89.23,0.0,
94.66,0.0,100.0
93.52,0.0,98.0
94.0,0.0,
92.76,100.0,
81.19,0.0,70.0
39.46,0.0,8.0
83.06,0.0,89.33
97.69,0.0,98.0
92.25,0.0,85.0
75.53,0.0,91.0
85.34,0.0,52.5
84.84,0.0,
75.01,0.0,75.5
77.01,0.0,81.8
65.95,0.0,55.0
94.59,0.0,94.0
76.89,0.0,59.25
86.34,0.0,
94.41,0.0,96.67
91.51,0.0,90.5
96.67,43.0,
95.79,0.0,95.0
89.82,0.0,
92.14,0.0,95.75
34.39,0.0,22.0
90.56,54.0,
42.78,16.0,
76.76,,74.0
98.22,0.0,100.0
91.3,0.0,
95.61,0.0,
92.97,0.0,
42.01,0.0,
92.33,0.0,
84.62,0.0,
76.35,0.0,
88.11,0.0,
74.76,,93.14
95.88,98.0,
95.36,90.0,
85.85,100.0,
96.91,0.0,
92.95,92.0,
93.35,0.0,
81.2,0.0,46.33
82.03,0.0,43.0
73.2,0.0,67.0
95.42,0.0,
89.89,,91.67
93.76,0.0,91.0
86.41,,89.88
89.29,0.0,
89.09,0.0,69.0
95.72,100.0,
89.26,,90.75
90.96,0.0,91.33
96.32,0.0,
95.88,0.0,
92.74,0.0,92.0
94.25,0.0,93.0
97.21,0.0,99.0
98.02,0.0,96.25
51.04,60.0,
28.51,0.0,4.33
80.63,,77.47
88.1,0.0,
80.53,0.0,95.0
93.36,0.0,86.0
84.03,,84.5
87.52,0.0,72.5
31.35,0.0,0.0
88.12,37.0,
90.81,,91.33
68.79,0.0,
72.69,0.0,77.0
75.53,43.0,
1.16,0.0,
62.12,0.0,0.0
95.93,0.0,92.0
89.15,0.0,
96.76,,95.8
88.76,0.0,92.33
59.02,0.0,
90.93,,96.14
89.56,0.0,83.33
94.82,0.0,
92.55,0.0,
95.61,0.0,92.33
79.43,0.0,
49.27,0.0,
93.47,0.0,80.0
85.34,0.0,
86.97,0.0,66.67
91.98,0.0,93.0
89.43,0.0,79.0
83.55,72.0,
94.68,95.0,
91.05,,89.88
93.87,0.0,91.5
94.53,0.0,89.5
95.5,0.0,
73.69,0.0,71.4
69.94,0.0,75.5
75.89,0.0,55.67
75.05,0.0,
68.72,0.0,72.5
78.86,46.0,
77.72,0.0,75.5
74.62,0.0,
64.95,0.0,43.75
89.9,0.0,96.33
85.01,0.0,61.67
96.42,0.0,
92.21,0.0,98.0
84.35,0.0,92.5
90.64,0.0,94.0
93.64,,95.14
91.92,45.5,
83.65,0.0,85.5
96.82,0.0,94.0
81.32,0.0,81.5
98.07,,95.05
36.88,0.0,8.5
92.14,0.0,84.33
66.69,0.0,
83.94,73.0,
94.62,0.0,97.1
98.49,,99.59
84.35,0.0,87.0
83.04,0.0,
87.54,0.0,81.33
88.12,69.5,
89.57,0.0,
97.86,0.0,100.0
98.19,0.0,98.0
75.5,0.0,88.5
88.3,42.25,
62.66,0.0,98.0
94.39,90.0,
93.82,0.0,95.67
85.49,0.0,77.5
95.18,0.0,97.0
91.0,0.0,
54.11,0.0,
86.53,,76.08
94.64,0.0,98.5
94.21,0.0,79.5
85.66,0.0,68.0
98.54,100.0,
97.05,46.0,
92.89,45.0,
95.38,94.0,
83.53,0.0,22.33
74.37,0.0,73.0
94.54,0.0,
95.81,0.0,93.67
57.42,15.0,
86.89,,96.0
85.67,0.0,83.0
94.33,0.0,97.0
86.23,0.0,
80.76,0.0,
97.33,0.0,97.0
88.35,0.0,
81.79,0.0,85.33
12.07,0.0,40.0
91.72,53.5,
71.83,0.0,38.0
63.68,0.0,26.0
72.43,,73.8
87.55,40.5,
66.98,39.5,
94.67,0.0,
84.08,0.0,81.67
90.06,0.0,86.5
91.67,,91.41
88.04,0.0,90.2
92.52,0.0,100.0
80.08,0.0,91.0
84.4,0.0,
90.41,43.5,
92.19,0.0,
22.59,5.4,
96.98,89.0,
69.56,0.0,
82.8,0.0,
93.13,87.6,
90.66,0.0,92.0
92.71,0.0,96.5
91.57,0.0,
69.42,0.0,
94.73,49.5,
93.12,0.0,
95.89,0.0,98.5
60.49,0.0,
91.42,,95.0
94.15,0.0,92.0
77.18,0.0,85.25
94.68,0.0,91.0
98.05,0.0,
40.39,0.0,
93.07,43.5,
70.07,0.0,
94.94,0.0,98.0
90.75,0.0,82.0
93.67,0.0,
97.6,,98.6
62.41,42.0,
91.72,0.0,
84.84,0.0,58.0
38.93,0.0,0.0
95.69,0.0,
64.25,,46.67
74.18,0.0,52.67
94.77,0.0,81.5
82.84,0.0,85.67
96.24,99.0,
94.93,0.0,
89.94,,87.38
87.02,0.0,
86.7,0.0,
93.44,0.0,96.5
90.65,0.0,
61.26,0.0,
94.39,0.0,93.33
85.13,0.0,84.75
98.13,0.0,
91.66,0.0,85.0
91.78,0.0,81.5
90.91,0.0,77.5
86.02,0.0,85.0
97.83,,98.75
96.98,94.0,
96.72,0.0,97.33
82.95,0.0,
58.87,0.0,
39.63,16.0,
70.93,0.0,
89.81,97.0,
92.27,0.0,
78.54,0.0,
97.09,,95.75
97.82,33.0,
90.97,0.0,95.0
95.78,0.0,
65.75,0.0,
97.95,0.0,99.67
71.69,0.0,66.33
94.57,,93.2
94.09,0.0,
50.21,0.0,
78.76,87.0,
96.29,91.0,
49.45,0.0,
85.34,0.0,92.8
95.36,0.0,98.0
95.99,0.0,92.6
94.29,0.0,
93.98,0.0,96.0
94.28,0.0,94.75
83.93,0.0,
82.78,0.0,
97.76,0.0,
85.97,,77.0
95.23,,90.82
96.56,0.0,98.75
95.49,0.0,95.67
95.3,0.0,84.5
91.45,45.5,
90.2,0.0,
85.52,87.0,
88.24,0.0,97.33
89.19,0.0,82.0
86.63,0.0,23.5
96.99,,97.57
96.03,0.0,96.5
84.36,21.75,
84.37,,90.89
63.3,0.0,
86.82,0.0,
69.97,,59.5
79.3,0.0,96.33
95.35,0.0,97.33
86.84,0.0,
92.66,0.0,98.5
69.56,,77.0
92.65,0.0,
61.86,49.0,
88.11,0.0,79.0
95.42,0.0,99.0
97.55,0.0,98.0
97.01,0.0,68.5
72.0,0.0,
86.74,,88.05
96.26,0.0,94.5
78.18,64.0,
54.64,0.0,36.0
95.67,92.0,
83.59,89.33,
93.46,0.0,95.5
96.88,0.0,91.5
94.89,0.0,
94.63,,90.81
81.39,0.0,62.0
93.75,0.0,93.0
98.88,0.0,99.5
93.15,0.0,
82.9,85.0,
65.34,,85.38
95.75,0.0,88.5
84.44,0.0,84.0
89.87,43.0,
84.83,99.0,
89.46,0.0,92.33
81.48,0.0,92.0
92.84,0.0,95.0
80.49,0.0,87.4
94.49,,96.8
87.89,0.0,
78.29,0.0,
90.5,0.0,
94.3,0.0,
88.51,0.0,93.0
84.12,0.0,85.5
90.5,43.5,
45.46,0.0,21.0
77.66,0.0,58.0
90.76,87.0,
86.62,0.0,57.5
97.32,0.0,94.67
65.67,,72.5
85.47,0.0,87.33
77.51,0.0,70.5
71.83,,94.33
88.99,0.0,85.75
87.97,0.0,72.67
80.37,0.0,
87.59,0.0,88.17
96.35,0.0,
80.16,0.0,
90.87,0.0,
93.03,0.0,88.0
87.48,,94.67
83.74,0.0,77.5
83.49,0.0,86.5
93.17,0.0,
95.6,0.0,
97.41,0.0,98.0
85.52,0.0,85.33
57.7,0.0,93.33
85.71,86.0,
77.03,0.0,
91.18,93.0,
69.61,88.5,
93.89,43.5,
94.24,0.0,
94.46,0.0,83.67
96.37,0.0,92.67
86.63,44.0,
22.73,0.0,48.67
61.48,0.0,
93.88,0.0,88.67
92.95,0.0,94.0
95.0,0.0,95.8
95.6,,
85.61,0.0,88.5
82.74,0.0,72.33
84.81,0.0,77.0
96.97,94.0,
94.33,49.5,
96.81,97.0,
92.69,,90.56
64.81,12.5,
95.56,0.0,
75.58,0.0,
96.17,89.0,
77.37,0.0,68.0
74.15,0.0,83.0
94.98,96.33,
73.31,0.0,
85.06,0.0,95.67
97.71,0.0,95.71
,0.0,92.5
76.61,0.0,
86.84,0.0,
96.67,0.0,97.5
95.59,0.0,92.0
96.05,0.0,92.6
94.97,0.0,92.2
87.45,88.0,
95.58,0.0,94.0
92.02,0.0,71.0
86.49,,79.0
89.22,0.0,84.33
85.2,0.0,78.25
90.18,0.0,95.0
89.04,0.0,94.0
92.41,0.0,
84.16,,89.0
85.5,0.0,
83.43,84.0,
89.72,0.0,
81.19,0.0,59.75
97.46,0.0,99.75
93.49,0.0,90.9
89.02,0.0,89.0
95.38,0.0,96.33
82.56,39.0,
91.04,94.0,
45.05,0.0,
84.88,0.0,78.25
96.32,,92.5
93.64,0.0,91.5
13.2,0.0,0.0
96.07,0.0,90.67
98.3,0.0,93.0
82.09,0.0,
95.44,0.0,95.0
86.11,0.0,
90.12,0.0,
89.3,0.0,93.5
15.29,0.0,0.0
92.46,84.0,
71.46,37.0,
96.02,0.0,
92.47,44.0,
75.03,0.0,54.0
96.5,99.0,
95.07,0.0,
91.44,88.0,
73.35,71.67,
90.27,0.0,92.0
79.33,0.0,88.33
96.48,0.0,
95.26,0.0,
93.02,0.0,91.5
94.72,0.0,
92.87,0.0,
96.98,0.0,96.0
87.56,91.67,
95.53,0.0,
81.03,0.0,92.67
96.34,,97.57
95.07,0.0,98.0
87.84,42.0,
92.12,0.0,
86.95,0.0,
93.55,0.0,
98.5,0.0,
74.66,0.0,
95.63,0.0,
95.09,0.0,
82.78,,73.19
83.86,34.5,
94.38,0.0,97.5
89.33,42.5,
84.18,0.0,
39.12,0.0,88.33
79.09,0.0,
97.57,0.0,94.67
93.41,0.0,92.5
90.85,43.0,
67.49,40.0,
88.84,,81.67
97.53,0.0,98.67
60.59,0.0,43.0
96.93,0.0,95.25
89.56,0.0,
87.89,0.0,79.25
90.33,0.0,
97.54,0.0,97.0
77.41,0.0,78.0
88.32,76.0,
96.68,0.0,90.33
94.94,,91.76
97.76,,98.0
84.25,0.0,
93.11,0.0,93.33
93.94,,90.22
81.09,56.5,
94.14,0.0,55.0
87.51,0.0,91.67
32.23,0.0,
90.22,47.0,
80.55,0.0,90.0
74.93,0.0,84.0
91.47,0.0,92.33
98.45,49.0,
49.5,,20.5
84.67,0.0,87.0
94.02,,88.0
98.43,0.0,100.0
80.8,0.0,
94.53,0.0,
91.34,0.0,
47.9,0.0,21.5
83.79,62.33,
89.22,0.0,
72.8,0.0,72.0
33.34,0.0,
96.2,94.0,
87.66,0.0,
97.89,0.0,96.5
92.69,,93.33
90.59,0.0,79.89
91.71,0.0,
93.32,0.0,93.0
94.23,0.0,94.2
85.38,0.0,
74.03,0.0,
68.5,39.5,
91.97,93.8,
88.0,0.0,87.5
99.07,0.0,
96.01,,97.33
98.52,0.0,99.5
86.2,40.5,
93.9,0.0,
80.12,0.0,73.5
88.3,0.0,57.5
97.4,0.0,
91.84,0.0,83.0
93.07,0.0,
92.42,0.0,
84.07,0.0,97.33
96.79,0.0,98.0
63.85,,69.88
84.1,,88.27
77.52,0.0,60.0
82.17,0.0,
93.35,0.0,
73.54,,70.5
95.65,,93.4
54.1,,44.92
77.63,0.0,74.5
56.78,0.0,0.0
62.72,0.0,
97.88,0.0,97.5
93.9,0.0,90.67
72.46,,62.8
87.4,0.0,81.5
50.69,0.0,30.33
84.77,0.0,84.5
95.23,0.0,
85.5,89.0,
34.11,0.0,
95.91,94.25,
92.06,0.0,
78.03,0.0,
85.64,0.0,
71.82,0.0,61.33
93.73,94.0,
73.19,0.0,60.5
78.76,,84.93
74.51,87.0,
92.57,,81.22
78.91,0.0,
85.05,81.0,
70.72,0.0,53.67
77.83,0.0,70.0
74.3,62.5,
96.25,0.0,
66.77,77.0,
64.27,0.0,
93.28,0.0,
61.98,,35.67
81.76,0.0,84.33
95.5,0.0,91.0
78.33,0.0,
91.62,,92.89
63.06,0.0,66.0
94.66,0.0,
93.36,92.5,
67.82,0.0,70.0
81.73,0.0,89.75
90.65,,89.5
92.38,,72.25
57.42,56.0,
79.29,76.33,
80.2,0.0,75.25
92.54,90.67,
98.7,97.67,
86.81,0.0,91.5
83.64,48.0,
85.18,0.0,77.0
71.17,0.0,89.0
92.93,0.0,
92.69,0.0,92.75
79.3,0.0,84.75
92.4,0.0,95.0
84.6,0.0,79.25
91.62,,85.5
88.01,43.0,
83.54,0.0,67.5
91.51,97.0,
91.37,78.0,
79.2,0.0,80.75
89.55,0.0,85.0
3.52,0.0,
91.74,,91.5
90.34,0.0,95.5
90.1,0.0,
93.05,49.5,
89.52,93.75,
79.42,0.0,79.5
94.91,0.0,94.0
94.41,,75.4
84.14,0.0,48.0
92.09,,90.62
92.49,0.0,92.75
87.89,,84.5
86.19,0.0,96.0
96.44,0.0,
61.9,0.0,60.0
87.73,46.33,
73.29,0.0,
94.58,0.0,61.0
96.76,0.0,93.0
87.55,0.0,
65.91,0.0,70.0
84.04,0.0,90.0
44.27,0.0,
98.6,0.0,
88.89,82.6,
95.68,0.0,93.67
74.9,90.67,
85.77,0.0,90.33
62.93,0.0,
82.14,0.0,
85.84,0.0,
66.53,0.0,
75.26,0.0,51.0
94.02,0.0,84.25
85.22,0.0,86.0
90.31,0.0,82.75
90.73,33.5,
97.37,,91.44
94.05,0.0,96.0
73.39,36.5,
69.91,0.0,69.5
68.7,0.0,
95.19,0.0,
77.63,0.0,91.0
88.64,,87.83
11.55,0.0,0.0
92.2,0.0,71.0
91.95,,90.0
91.32,0.0,93.5
93.72,0.0,
86.87,94.0,
96.3,0.0,94.5
85.06,0.0,
64.38,0.0,
84.07,0.0,75.67
87.72,,84.0
92.49,,86.18
88.57,0.0,86.0
80.38,0.0,75.33
96.09,95.0,
82.5,0.0,
91.97,0.0,92.5
69.4,0.0,34.5
86.06,,80.07
73.55,31.0,
85.49,,75.78
88.48,0.0,
84.49,,77.88
28.88,62.0,
85.5,,85.44
50.59,0.0,81.0
83.02,75.25,
72.98,0.0,
34.29,0.0,14.0
89.37,0.0,95.0
77.38,0.0,65.0
90.83,0.0,
84.96,,86.25
59.15,0.0,13.33
77.47,,79.78
87.14,,89.05
97.85,0.0,96.67
83.5,0.0,84.25
26.39,0.0,46.0
82.57,0.0,79.5
96.17,,97.11
82.21,,93.22
93.61,0.0,83.67
91.81,0.0,
98.43,0.0,98.0
98.23,0.0,91.0
95.58,0.0,91.0
95.55,48.0,
91.15,,93.1
89.32,0.0,
71.42,39.0,
91.82,89.4,
80.05,0.0,
94.19,,95.0
84.66,0.0,
98.71,0.0,94.33
68.4,0.0,40.5
97.28,0.0,96.5
94.01,0.0,
86.51,0.0,83.0
96.49,0.0,99.0
94.45,0.0,
88.26,65.0,
93.13,0.0,86.67
53.21,14.0,
82.18,0.0,67.0
95.15,0.0,
96.57,0.0,
97.34,96.2,
77.81,0.0,66.67
85.5,0.0,
76.66,0.0,54.0
97.22,0.0,
97.38,0.0,98.0
83.55,81.57,
93.4,97.0,
84.54,0.0,77.0
94.96,0.0,94.0
93.3,97.33,
90.21,0.0,
91.12,0.0,92.0
91.57,0.0,94.8
84.22,0.0,79.0
89.29,0.0,
93.32,0.0,94.0
91.63,0.0,96.5
90.82,0.0,
90.17,0.0,88.0
94.47,0.0,98.5
97.38,49.0,
40.64,0.0,
96.47,0.0,91.67
85.03,94.0,
82.84,0.0,95.67
60.12,0.0,
96.46,0.0,
92.84,0.0,92.0
68.52,0.0,87.0
11.35,4.5,
70.74,,68.5
84.98,0.0,83.0
87.25,0.0,79.5
78.35,80.25,
91.21,85.0,
75.33,0.0,63.33
3.92,0.0,
85.41,0.0,64.33
94.84,0.0,71.67
92.57,0.0,81.0
82.26,0.0,88.25
95.52,0.0,
98.02,0.0,97.0
95.52,0.0,97.67
78.55,89.75,
77.3,0.0,74.0
85.02,0.0,90.0
98.49,97.0,
83.59,0.0,82.33
90.1,0.0,
92.93,0.0,94.0
82.68,76.4,
94.81,0.0,92.0
80.18,0.0,43.0
86.16,0.0,
89.48,0.0,
92.85,0.0,95.5
18.34,0.0,7.0
75.59,80.0,
90.81,0.0,79.0
89.9,0.0,85.0
94.14,0.0,
95.07,0.0,86.5
95.57,92.0,
80.31,0.0,70.0
95.59,0.0,
86.26,0.0,
90.86,0.0,
81.19,80.0,
88.11,0.0,96.0
95.06,0.0,94.0
89.05,0.0,99.0
92.27,0.0,97.0
93.85,,91.38
99.09,0.0,
79.45,0.0,83.5
34.53,0.0,1.5
76.75,65.0,
77.5,68.0,
95.24,48.5,
95.88,0.0,
87.76,0.0,
69.58,38.2,
87.05,0.0,
90.67,0.0,65.5
98.13,,100.0
67.79,0.0,77.67
86.48,0.0,74.33
80.79,0.0,
93.19,0.0,
0.58,0.0,
98.46,99.25,
88.75,88.57,
92.3,0.0,
88.79,0.0,
72.83,0.0,
46.18,0.0,
94.41,,94.91
91.95,,87.83
81.21,0.0,74.0
93.25,0.0,94.75
92.68,0.0,
90.14,0.0,
94.44,0.0,
88.58,0.0,92.0
95.23,0.0,84.0
67.68,,81.8
81.76,41.5,
74.56,,79.0
96.12,0.0,92.5
94.36,0.0,90.6
91.47,0.0,
96.79,89.8,
95.27,0.0,
93.89,0.0,88.5
79.03,57.0,
26.34,0.0,99.33
95.6,0.0,89.0
76.32,46.0,
81.22,28.5,
76.84,98.0,
78.43,0.0,40.6
89.57,0.0,83.5
93.19,0.0,92.0
91.81,0.0,63.0
89.73,0.0,
80.89,67.67,
90.65,0.0,92.0
98.58,0.0,
96.32,0.0,97.2
82.49,0.0,68.4
85.85,0.0,92.0
63.9,0.0,
94.62,0.0,93.67
82.02,0.0,81.0
90.55,0.0,
78.36,0.0,
91.82,0.0,90.8
95.42,0.0,95.0
93.64,0.0,
93.94,0.0,
94.34,0.0,
93.86,0.0,92.0
79.12,0.0,
73.29,0.0,71.0
86.06,0.0,
86.25,0.0,85.67
73.63,60.0,
94.11,74.0,
93.61,0.0,89.0
89.5,0.0,74.0
94.35,0.0,88.25
86.44,0.0,
95.79,95.0,
72.71,0.0,64.75
94.83,,93.69
67.58,0.0,61.5
80.85,81.0,
78.65,0.0,
63.45,0.0,
74.47,0.0,91.4
92.13,0.0,94.0
80.77,0.0,
89.0,0.0,96.0
83.61,,93.67
60.95,0.0,99.0
93.6,49.0,
90.0,79.0,
94.61,91.0,
88.11,0.0,86.0
94.69,,93.33
84.95,47.5,
85.82,0.0,
90.82,,92.67
50.7,0.0,13.0
68.02,0.0,
77.27,0.0,59.5
90.96,0.0,88.33
86.38,0.0,81.67
55.44,0.0,18.33
95.4,0.0,
88.56,0.0,91.2
92.02,97.0,
17.93,0.0,0.0
95.17,0.0,
90.39,86.0,
92.46,0.0,93.5
61.07,26.5,
92.83,0.0,92.8
80.6,44.5,
97.24,0.0,97.75
90.25,0.0,89.0
90.55,91.25,
61.87,0.0,
92.29,0.0,
98.35,0.0,100.0
96.5,0.0,91.0
92.19,0.0,
30.03,0.0,32.6
84.87,,90.71
91.65,0.0,87.75
98.33,,97.6
98.33,0.0,99.5
81.87,0.0,83.33
93.33,85.0,
91.92,0.0,91.33
76.58,0.0,57.0
84.36,,86.26
67.26,0.0,
30.11,0.0,
97.8,49.0,
72.93,0.0,1.0
96.95,,94.25
94.7,0.0,94.33
91.92,0.0,90.5
88.95,28.0,
77.6,0.0,80.0
93.57,48.0,
87.47,0.0,
91.46,0.0,92.0
12.36,0.0,0.0
79.61,0.0,
89.19,0.0,
97.57,45.5,
79.75,0.0,
70.16,0.0,97.0
92.86,0.0,99.25
83.83,0.0,74.25
92.98,0.0,85.75
64.41,0.0,87.33
86.6,0.0,
89.4,0.0,
28.2,0.0,
91.56,0.0,94.4
96.17,,92.5
63.2,0.0,
87.7,29.5,
94.44,0.0,
80.83,0.0,
93.51,0.0,96.5
57.25,0.0,
79.57,,
84.12,0.0,92.33
88.18,0.0,84.0
72.96,0.0,
94.86,,91.22
94.59,0.0,
68.78,,64.2
89.71,92.0,
75.44,0.0,
94.98,0.0,93.0
95.31,0.0,96.67
85.53,0.0,97.0
93.93,0.0,90.67
75.67,0.0,90.0
81.35,0.0,
60.8,74.0,
86.6,45.4,
76.87,0.0,89.5
78.61,0.0,76.67
75.63,0.0,70.5
68.63,,83.21
92.8,0.0,
92.8,,90.5
96.47,89.83,
78.69,0.0,59.0
94.68,0.0,93.25
90.94,0.0,
91.53,0.0,90.0
95.73,96.0,
86.0,0.0,
88.01,0.0,81.0
81.41,73.0,
94.81,,95.8
83.03,0.0,
95.18,87.0,
75.08,0.0,57.33
89.49,0.0,
96.96,0.0,94.67
93.03,0.0,93.5
96.38,0.0,
90.12,0.0,93.33
93.04,0.0,
92.03,0.0,
99.25,0.0,91.0
97.79,0.0,97.5
90.21,,86.67
95.15,0.0,92.0
89.21,0.0,87.5
93.42,0.0,90.5
80.93,0.0,71.33
94.93,0.0,93.0
92.39,0.0,
76.35,87.0,
95.82,96.5,
60.75,22.5,
67.64,0.0,
85.08,96.0,
93.67,,95.0
85.79,0.0,82.67
93.5,0.0,94.33
94.57,45.5,
98.32,,98.8
49.9,14.0,
88.64,0.0,78.0
97.61,0.0,97.0
85.64,0.0,89.67
93.23,47.5,
47.96,10.5,
84.6,0.0,94.5
92.61,0.0,
67.16,0.0,68.5
93.32,0.0,85.5
85.34,,82.6
91.38,92.83,
88.18,91.0,
90.93,0.0,
95.84,0.0,
16.1,0.0,67.0
90.88,0.0,
81.27,0.0,
96.53,0.0,96.67
55.12,,13.88
